user_id,movie_id,view_date
1,2096,2018-08-01 00:00:00
1,2099,2022-01-12 00:00:00
1,2105,2018-05-29 00:00:00
1,2115,2019-09-11 00:00:00
1,2116,2022-11-25 00:00:00
1,2137,2022-05-15 00:00:00
1,2139,2021-04-16 00:00:00
1,2141,2018-04-24 00:00:00
1,2143,2019-02-10 00:00:00
1,2161,2022-03-03 00:00:00
1,2174,2019-12-23 00:00:00
1,2193,2018-02-09 00:00:00
1,2253,2020-07-11 00:00:00
1,2268,2020-06-22 00:00:00
1,2273,2020-04-08 00:00:00
1,2291,2019-04-18 00:00:00
1,2329,2019-04-24 00:00:00
1,2338,2019-11-20 00:00:00
1,2353,2021-06-11 00:00:00
1,2366,2019-05-13 00:00:00
1,2387,2023-09-24 00:00:00
1,2389,2019-02-23 00:00:00
1,2395,2022-06-09 00:00:00
1,2406,2022-02-16 00:00:00
1,2414,2020-01-24 00:00:00
1,2427,2022-02-21 00:00:00
1,2450,2022-11-07 00:00:00
1,2459,2018-11-03 00:00:00
1,2470,2021-12-27 00:00:00
1,2478,2020-09-04 00:00:00
1,2492,2024-02-07 00:00:00
1,2502,2023-05-04 00:00:00
1,2528,2022-08-11 00:00:00
1,2529,2022-09-01 00:00:00
1,2542,2021-04-03 00:00:00
1,2571,2021-02-09 00:00:00
1,2580,2022-05-31 00:00:00
1,2596,2020-05-13 00:00:00
1,2616,2019-04-21 00:00:00
1,2617,2020-11-15 00:00:00
1,2628,2023-03-09 00:00:00
1,2640,2022-01-11 00:00:00
1,2641,2022-06-18 00:00:00
1,2644,2022-11-05 00:00:00
1,2648,2024-03-18 00:00:00
1,2654,2018-12-16 00:00:00
1,2657,2023-08-16 00:00:00
1,2692,2024-02-05 00:00:00
1,2700,2021-10-26 00:00:00
1,2716,2018-05-24 00:00:00
1,2761,2019-02-19 00:00:00
1,2797,2022-06-28 00:00:00
1,2826,2024-02-14 00:00:00
1,2858,2019-03-03 00:00:00
1,2872,2020-07-28 00:00:00
1,2899,2021-06-21 00:00:00
1,2916,2023-09-01 00:00:00
1,2944,2023-10-07 00:00:00
1,2947,2020-06-27 00:00:00
1,2948,2023-05-10 00:00:00
1,2949,2020-08-19 00:00:00
1,2959,2019-10-14 00:00:00
1,2985,2023-03-05 00:00:00
1,2987,2023-01-27 00:00:00
1,2991,2022-02-08 00:00:00
1,2993,2024-02-14 00:00:00
1,2997,2023-02-01 00:00:00
1,3033,2023-03-08 00:00:00
1,3034,2022-05-22 00:00:00
1,3052,2018-04-13 00:00:00
1,3053,2018-03-02 00:00:00
1,3062,2019-01-31 00:00:00
1,3147,2019-01-31 00:00:00
1,3168,2018-10-05 00:00:00
1,3176,2019-11-11 00:00:00
1,3243,2022-03-31 00:00:00
1,3247,2018-08-11 00:00:00
1,3253,2023-01-22 00:00:00
1,3273,2021-09-06 00:00:00
1,3386,2022-03-08 00:00:00
1,3439,2021-04-12 00:00:00
1,3440,2022-06-04 00:00:00
1,3441,2023-10-27 00:00:00
1,3448,2018-06-02 00:00:00
1,3450,2019-01-22 00:00:00
1,3479,2020-06-19 00:00:00
1,3489,2023-07-18 00:00:00
1,3527,2019-07-14 00:00:00
1,3578,2024-01-23 00:00:00
1,3617,2019-01-13 00:00:00
1,3639,2019-09-08 00:00:00
1,3671,2023-12-03 00:00:00
1,3702,2020-04-17 00:00:00
1,3703,2018-04-18 00:00:00
1,3729,2024-03-20 00:00:00
1,3740,2023-12-20 00:00:00
1,3744,2023-03-11 00:00:00
1,3793,2019-05-08 00:00:00
1,3809,2018-11-28 00:00:00
1,4006,2021-09-20 00:00:00
1,5060,2021-07-13 00:00:00
1,95170,2020-08-31 00:00:00
2,318,2020-10-22 00:00:00
2,333,2019-01-25 00:00:00
2,1704,2020-12-03 00:00:00
2,3578,2019-12-18 00:00:00
2,6874,2022-06-29 00:00:00
2,8798,2018-09-15 00:00:00
2,46970,2023-06-18 00:00:00
2,48516,2020-05-19 00:00:00
2,58559,2023-06-17 00:00:00
2,60756,2019-12-20 00:00:00
2,68157,2021-10-31 00:00:00
2,71535,2020-09-04 00:00:00
2,74458,2021-10-15 00:00:00
2,77455,2023-05-29 00:00:00
2,79132,2018-07-31 00:00:00
2,80489,2021-07-11 00:00:00
2,80906,2020-06-29 00:00:00
2,86345,2023-03-18 00:00:00
2,89774,2023-06-04 00:00:00
2,91529,2020-10-11 00:00:00
2,91658,2018-05-20 00:00:00
2,99114,2018-03-21 00:00:00
2,106782,2018-09-19 00:00:00
2,109487,2022-01-15 00:00:00
2,112552,2022-04-23 00:00:00
2,114060,2019-10-04 00:00:00
2,115713,2022-02-14 00:00:00
2,122882,2018-10-03 00:00:00
2,131724,2019-06-22 00:00:00
3,31,2022-11-06 00:00:00
3,527,2018-05-18 00:00:00
3,647,2022-10-28 00:00:00
3,688,2019-01-08 00:00:00
3,720,2022-08-16 00:00:00
3,849,2022-03-07 00:00:00
3,914,2019-07-25 00:00:00
3,1093,2019-12-09 00:00:00
3,1124,2019-12-20 00:00:00
3,1263,2023-08-15 00:00:00
3,1272,2020-10-08 00:00:00
3,1275,2018-05-09 00:00:00
3,1302,2022-12-20 00:00:00
3,1371,2018-09-27 00:00:00
3,1587,2018-06-16 00:00:00
3,2018,2023-03-01 00:00:00
3,2080,2022-03-23 00:00:00
3,2090,2021-05-27 00:00:00
3,2105,2020-03-13 00:00:00
3,2288,2018-05-29 00:00:00
3,2424,2024-01-12 00:00:00
3,2851,2018-09-17 00:00:00
3,3024,2018-04-02 00:00:00
3,3210,2020-05-27 00:00:00
3,3703,2020-10-14 00:00:00
3,3949,2019-03-19 00:00:00
3,4518,2019-04-20 00:00:00
3,5048,2021-07-29 00:00:00
3,5181,2021-05-23 00:00:00
3,5746,2020-02-19 00:00:00
3,5764,2022-08-12 00:00:00
3,5919,2022-12-05 00:00:00
3,6238,2023-11-18 00:00:00
3,6835,2018-08-02 00:00:00
3,7899,2018-04-04 00:00:00
3,7991,2023-07-09 00:00:00
3,26409,2019-09-26 00:00:00
3,70946,2019-02-16 00:00:00
3,72378,2020-05-05 00:00:00
4,21,2021-10-05 00:00:00
4,32,2019-06-13 00:00:00
4,45,2020-09-29 00:00:00
4,47,2023-12-20 00:00:00
4,52,2024-01-26 00:00:00
4,58,2021-10-30 00:00:00
4,106,2022-09-17 00:00:00
4,125,2021-06-01 00:00:00
4,126,2021-06-17 00:00:00
4,162,2020-06-30 00:00:00
4,171,2023-01-14 00:00:00
4,176,2022-05-31 00:00:00
4,190,2020-10-09 00:00:00
4,215,2023-12-20 00:00:00
4,222,2022-11-17 00:00:00
4,232,2022-05-23 00:00:00
4,235,2020-08-27 00:00:00
4,247,2020-10-24 00:00:00
4,260,2019-08-09 00:00:00
4,265,2019-10-27 00:00:00
4,296,2022-01-21 00:00:00
4,319,2020-09-28 00:00:00
4,342,2020-10-11 00:00:00
4,345,2018-01-14 00:00:00
4,348,2020-05-16 00:00:00
4,351,2019-03-14 00:00:00
4,357,2023-09-20 00:00:00
4,368,2019-03-10 00:00:00
4,417,2020-12-01 00:00:00
4,441,2018-12-31 00:00:00
4,450,2023-08-22 00:00:00
4,457,2022-06-15 00:00:00
4,475,2022-08-27 00:00:00
4,492,2023-07-30 00:00:00
4,509,2020-10-09 00:00:00
4,538,2018-09-06 00:00:00
4,539,2020-01-05 00:00:00
4,553,2020-01-26 00:00:00
4,588,2023-10-24 00:00:00
4,593,2019-01-20 00:00:00
4,595,2021-08-12 00:00:00
4,599,2023-09-21 00:00:00
4,608,2020-10-20 00:00:00
4,648,2019-04-05 00:00:00
4,708,2022-04-10 00:00:00
4,759,2023-05-07 00:00:00
4,800,2018-01-02 00:00:00
4,892,2019-01-06 00:00:00
4,898,2018-07-20 00:00:00
4,899,2021-08-17 00:00:00
4,902,2019-11-29 00:00:00
4,904,2019-04-16 00:00:00
4,908,2022-11-11 00:00:00
4,910,2022-03-22 00:00:00
4,912,2021-10-16 00:00:00
4,914,2023-07-08 00:00:00
4,919,2023-12-16 00:00:00
4,920,2023-08-11 00:00:00
4,930,2019-02-07 00:00:00
4,937,2021-11-02 00:00:00
4,1025,2019-01-09 00:00:00
4,1046,2020-06-18 00:00:00
4,1057,2022-09-09 00:00:00
4,1060,2022-03-05 00:00:00
4,1073,2020-09-01 00:00:00
4,1077,2021-01-20 00:00:00
4,1079,2023-03-30 00:00:00
4,1080,2021-08-01 00:00:00
4,1084,2018-10-08 00:00:00
4,1086,2023-06-09 00:00:00
4,1094,2022-07-11 00:00:00
4,1103,2019-09-17 00:00:00
4,1136,2019-07-04 00:00:00
4,1179,2018-12-07 00:00:00
4,1183,2023-06-04 00:00:00
4,1188,2021-03-15 00:00:00
4,1196,2020-09-05 00:00:00
4,1197,2020-06-24 00:00:00
4,1198,2018-03-17 00:00:00
4,1199,2018-07-22 00:00:00
4,1203,2022-08-05 00:00:00
4,1211,2021-08-15 00:00:00
4,1213,2020-06-10 00:00:00
4,1219,2021-10-09 00:00:00
4,1225,2020-07-26 00:00:00
4,1250,2020-08-06 00:00:00
4,1259,2023-07-18 00:00:00
4,1265,2019-09-25 00:00:00
4,1266,2019-01-12 00:00:00
4,1279,2019-02-10 00:00:00
4,1282,2022-02-02 00:00:00
4,1283,2018-04-11 00:00:00
4,1288,2023-05-31 00:00:00
4,1291,2022-09-03 00:00:00
4,1304,2018-07-07 00:00:00
4,1391,2021-04-19 00:00:00
4,1449,2019-12-25 00:00:00
4,1466,2023-11-26 00:00:00
4,1500,2020-08-14 00:00:00
4,1517,2024-01-12 00:00:00
4,1580,2023-04-13 00:00:00
4,1597,2018-01-05 00:00:00
4,1617,2020-03-08 00:00:00
4,1641,2019-10-18 00:00:00
4,1704,2020-11-09 00:00:00
4,1719,2023-08-12 00:00:00
4,1732,2022-04-07 00:00:00
4,1733,2021-06-11 00:00:00
4,1734,2020-04-13 00:00:00
4,1834,2021-07-06 00:00:00
4,1860,2022-08-12 00:00:00
4,1883,2020-02-03 00:00:00
4,1885,2023-09-08 00:00:00
4,1892,2021-11-20 00:00:00
4,1895,2019-12-31 00:00:00
4,1907,2018-01-07 00:00:00
4,1914,2020-10-16 00:00:00
4,1916,2021-12-29 00:00:00
4,1923,2020-06-20 00:00:00
4,1947,2023-07-19 00:00:00
4,1966,2023-11-13 00:00:00
4,1967,2022-07-25 00:00:00
4,1968,2023-10-02 00:00:00
4,2019,2019-12-07 00:00:00
4,2076,2019-11-17 00:00:00
4,2078,2019-07-23 00:00:00
4,2109,2023-12-05 00:00:00
4,2145,2022-08-07 00:00:00
4,2150,2021-06-30 00:00:00
4,2174,2021-05-06 00:00:00
4,2186,2023-07-24 00:00:00
4,2203,2018-06-23 00:00:00
4,2204,2020-03-25 00:00:00
4,2282,2024-01-26 00:00:00
4,2324,2020-03-24 00:00:00
4,2336,2020-11-01 00:00:00
4,2351,2020-08-17 00:00:00
4,2359,2024-01-15 00:00:00
4,2390,2018-08-15 00:00:00
4,2395,2021-12-05 00:00:00
4,2406,2020-09-01 00:00:00
4,2467,2020-07-18 00:00:00
4,2571,2022-05-31 00:00:00
4,2583,2019-09-22 00:00:00
4,2599,2020-06-03 00:00:00
4,2628,2022-09-20 00:00:00
4,2683,2024-01-05 00:00:00
4,2692,2018-06-18 00:00:00
4,2712,2020-02-16 00:00:00
4,2762,2018-08-01 00:00:00
4,2763,2020-07-23 00:00:00
4,2770,2022-12-22 00:00:00
4,2791,2019-10-11 00:00:00
4,2843,2021-05-29 00:00:00
4,2858,2019-08-09 00:00:00
4,2874,2022-10-23 00:00:00
4,2921,2021-06-29 00:00:00
4,2926,2019-01-29 00:00:00
4,2959,2020-04-29 00:00:00
4,2973,2023-07-09 00:00:00
4,2997,2019-08-18 00:00:00
4,3033,2022-08-12 00:00:00
4,3044,2023-02-14 00:00:00
4,3060,2023-01-20 00:00:00
4,3079,2021-04-22 00:00:00
4,3083,2018-12-02 00:00:00
4,3160,2023-12-15 00:00:00
4,3175,2021-08-10 00:00:00
4,3176,2021-06-05 00:00:00
4,3204,2023-12-30 00:00:00
4,3255,2019-07-29 00:00:00
4,3317,2019-01-23 00:00:00
4,3358,2018-07-05 00:00:00
4,3365,2020-10-18 00:00:00
4,3386,2023-04-29 00:00:00
4,3408,2019-01-28 00:00:00
4,3481,2021-12-09 00:00:00
4,3489,2019-01-30 00:00:00
4,3508,2018-05-13 00:00:00
4,3538,2023-06-28 00:00:00
4,3591,2019-03-13 00:00:00
4,3788,2020-05-11 00:00:00
4,3809,2022-12-16 00:00:00
4,3851,2021-12-08 00:00:00
4,3897,2023-01-28 00:00:00
4,3911,2022-06-27 00:00:00
4,3967,2020-12-27 00:00:00
4,3996,2021-10-20 00:00:00
4,4002,2020-04-25 00:00:00
4,4014,2023-06-15 00:00:00
4,4020,2021-01-08 00:00:00
4,4021,2022-10-17 00:00:00
4,4027,2018-06-08 00:00:00
4,4029,2020-05-26 00:00:00
4,4033,2024-03-07 00:00:00
4,4034,2018-12-23 00:00:00
4,4074,2018-02-16 00:00:00
4,4121,2020-10-18 00:00:00
4,4144,2020-12-27 00:00:00
4,4166,2022-04-25 00:00:00
4,4226,2021-03-21 00:00:00
4,4239,2018-11-25 00:00:00
4,4246,2023-09-13 00:00:00
4,4252,2018-07-29 00:00:00
4,4260,2019-01-25 00:00:00
4,4273,2020-04-22 00:00:00
4,4308,2019-06-07 00:00:00
4,4347,2022-09-01 00:00:00
4,4381,2019-03-16 00:00:00
4,4641,2021-04-27 00:00:00
4,4741,2019-04-16 00:00:00
4,4765,2020-03-21 00:00:00
4,4881,2019-07-18 00:00:00
4,4896,2022-04-28 00:00:00
4,4902,2021-10-04 00:00:00
4,4967,2018-02-27 00:00:00
5,1,2018-09-17 00:00:00
5,21,2020-11-13 00:00:00
5,34,2023-03-17 00:00:00
5,36,2019-04-19 00:00:00
5,39,2024-02-10 00:00:00
5,50,2019-01-11 00:00:00
5,58,2019-07-03 00:00:00
5,110,2019-06-09 00:00:00
5,150,2022-12-07 00:00:00
5,153,2022-03-03 00:00:00
5,232,2019-03-30 00:00:00
5,247,2019-04-03 00:00:00
5,253,2021-11-05 00:00:00
5,261,2018-04-26 00:00:00
5,265,2019-10-20 00:00:00
5,266,2020-10-02 00:00:00
5,290,2023-02-24 00:00:00
5,296,2020-11-16 00:00:00
5,300,2019-04-12 00:00:00
5,316,2019-06-13 00:00:00
5,318,2022-09-09 00:00:00
5,344,2022-09-13 00:00:00
5,349,2024-01-11 00:00:00
5,357,2019-12-16 00:00:00
5,364,2022-07-17 00:00:00
5,367,2018-12-12 00:00:00
5,380,2018-06-11 00:00:00
5,410,2023-02-19 00:00:00
5,457,2024-02-25 00:00:00
5,474,2023-04-09 00:00:00
5,475,2018-12-19 00:00:00
5,515,2024-02-21 00:00:00
5,527,2023-01-29 00:00:00
5,531,2022-12-15 00:00:00
5,534,2022-12-27 00:00:00
5,588,2019-12-06 00:00:00
5,589,2019-09-24 00:00:00
5,590,2018-02-23 00:00:00
5,592,2021-07-08 00:00:00
5,594,2020-03-16 00:00:00
5,595,2019-09-02 00:00:00
5,596,2019-05-20 00:00:00
5,597,2018-08-01 00:00:00
5,608,2019-06-24 00:00:00
6,2,2019-07-31 00:00:00
6,3,2023-02-13 00:00:00
6,4,2019-06-11 00:00:00
6,5,2018-09-27 00:00:00
6,6,2022-10-24 00:00:00
6,7,2020-12-02 00:00:00
6,8,2022-03-21 00:00:00
6,10,2021-08-28 00:00:00
6,11,2023-04-11 00:00:00
6,13,2019-07-16 00:00:00
6,15,2020-03-05 00:00:00
6,16,2020-10-18 00:00:00
6,17,2019-08-03 00:00:00
6,19,2021-10-02 00:00:00
6,21,2018-02-21 00:00:00
6,22,2024-02-29 00:00:00
6,24,2019-02-22 00:00:00
6,25,2020-04-07 00:00:00
6,26,2019-09-16 00:00:00
6,27,2023-06-29 00:00:00
6,31,2023-09-21 00:00:00
6,32,2018-07-20 00:00:00
6,34,2018-07-30 00:00:00
6,36,2022-08-07 00:00:00
6,41,2021-05-28 00:00:00
6,43,2018-09-25 00:00:00
6,45,2021-04-12 00:00:00
6,46,2021-05-16 00:00:00
6,47,2020-07-30 00:00:00
6,50,2021-04-04 00:00:00
6,54,2018-08-08 00:00:00
6,60,2022-07-26 00:00:00
6,61,2018-04-18 00:00:00
6,62,2022-03-09 00:00:00
6,65,2021-04-03 00:00:00
6,66,2020-07-29 00:00:00
6,76,2021-10-05 00:00:00
6,79,2020-03-30 00:00:00
6,86,2021-08-01 00:00:00
6,87,2022-08-30 00:00:00
6,88,2022-10-03 00:00:00
6,89,2022-06-20 00:00:00
6,92,2021-10-20 00:00:00
6,93,2022-09-12 00:00:00
6,95,2022-11-05 00:00:00
6,100,2022-11-23 00:00:00
6,102,2019-09-23 00:00:00
6,104,2019-03-10 00:00:00
6,105,2021-07-09 00:00:00
6,110,2021-08-07 00:00:00
6,112,2020-06-20 00:00:00
6,113,2021-08-05 00:00:00
6,126,2022-10-21 00:00:00
6,135,2019-06-23 00:00:00
6,140,2021-05-07 00:00:00
6,141,2021-10-17 00:00:00
6,145,2022-10-21 00:00:00
6,146,2020-05-01 00:00:00
6,150,2024-01-18 00:00:00
6,151,2021-12-12 00:00:00
6,153,2023-10-26 00:00:00
6,158,2023-07-24 00:00:00
6,159,2018-12-16 00:00:00
6,160,2023-04-20 00:00:00
6,161,2018-10-10 00:00:00
6,163,2019-09-08 00:00:00
6,165,2021-05-27 00:00:00
6,168,2019-02-15 00:00:00
6,170,2019-10-21 00:00:00
6,171,2022-01-24 00:00:00
6,174,2021-10-03 00:00:00
6,177,2020-03-07 00:00:00
6,179,2021-02-11 00:00:00
6,180,2024-03-17 00:00:00
6,181,2018-11-11 00:00:00
6,185,2021-09-03 00:00:00
6,186,2019-12-15 00:00:00
6,189,2018-03-27 00:00:00
6,191,2020-11-01 00:00:00
6,195,2019-11-10 00:00:00
6,196,2023-08-29 00:00:00
6,201,2022-02-13 00:00:00
6,204,2022-08-14 00:00:00
6,205,2023-10-02 00:00:00
6,207,2018-03-13 00:00:00
6,208,2023-09-19 00:00:00
6,209,2018-10-09 00:00:00
6,210,2020-05-10 00:00:00
6,212,2023-09-14 00:00:00
6,216,2022-02-11 00:00:00
6,217,2021-12-30 00:00:00
6,218,2021-05-15 00:00:00
6,219,2021-10-24 00:00:00
6,222,2021-04-29 00:00:00
6,224,2023-11-10 00:00:00
6,225,2021-10-05 00:00:00
6,230,2018-06-29 00:00:00
6,231,2024-02-05 00:00:00
6,234,2020-12-08 00:00:00
6,236,2023-04-30 00:00:00
6,237,2023-06-20 00:00:00
6,239,2019-05-12 00:00:00
6,240,2018-03-02 00:00:00
6,243,2018-01-17 00:00:00
6,248,2018-11-28 00:00:00
6,250,2022-07-02 00:00:00
6,251,2020-05-15 00:00:00
6,252,2023-04-27 00:00:00
6,253,2023-10-03 00:00:00
6,254,2019-03-31 00:00:00
6,256,2022-07-05 00:00:00
6,257,2023-02-19 00:00:00
6,258,2019-03-31 00:00:00
6,261,2023-09-11 00:00:00
6,262,2020-07-15 00:00:00
6,265,2020-05-26 00:00:00
6,266,2020-06-18 00:00:00
6,267,2021-04-16 00:00:00
6,270,2020-11-13 00:00:00
6,271,2023-12-28 00:00:00
6,273,2021-08-22 00:00:00
6,274,2024-02-03 00:00:00
6,276,2024-02-06 00:00:00
6,277,2021-10-02 00:00:00
6,279,2020-08-20 00:00:00
6,281,2023-05-11 00:00:00
6,282,2022-05-27 00:00:00
6,288,2018-09-03 00:00:00
6,289,2021-10-05 00:00:00
6,291,2020-01-10 00:00:00
6,292,2020-06-06 00:00:00
6,293,2024-01-01 00:00:00
6,296,2021-02-22 00:00:00
6,302,2022-07-30 00:00:00
6,303,2019-04-11 00:00:00
6,304,2023-03-20 00:00:00
6,310,2023-05-23 00:00:00
6,312,2023-08-15 00:00:00
6,313,2022-06-10 00:00:00
6,314,2023-04-15 00:00:00
6,315,2018-07-28 00:00:00
6,316,2022-11-03 00:00:00
6,317,2020-04-21 00:00:00
6,318,2020-03-29 00:00:00
6,327,2021-07-05 00:00:00
6,329,2020-01-31 00:00:00
6,330,2020-03-25 00:00:00
6,332,2019-05-20 00:00:00
6,333,2022-11-06 00:00:00
6,336,2018-11-04 00:00:00
6,337,2019-11-03 00:00:00
6,339,2020-02-21 00:00:00
6,340,2019-10-26 00:00:00
6,342,2023-03-02 00:00:00
6,343,2019-09-07 00:00:00
6,344,2021-08-01 00:00:00
6,347,2022-03-07 00:00:00
6,348,2022-11-25 00:00:00
6,349,2020-11-17 00:00:00
6,350,2018-07-31 00:00:00
6,351,2019-01-19 00:00:00
6,352,2020-08-04 00:00:00
6,353,2018-07-10 00:00:00
6,354,2019-08-02 00:00:00
6,355,2022-01-29 00:00:00
6,356,2021-02-25 00:00:00
6,357,2023-05-17 00:00:00
6,358,2021-04-24 00:00:00
6,359,2018-12-10 00:00:00
6,360,2018-06-03 00:00:00
6,361,2023-03-10 00:00:00
6,362,2023-06-14 00:00:00
6,364,2020-05-05 00:00:00
6,366,2020-06-30 00:00:00
6,367,2024-03-06 00:00:00
6,368,2020-04-02 00:00:00
6,370,2019-03-15 00:00:00
6,371,2021-04-17 00:00:00
6,374,2021-09-10 00:00:00
6,377,2021-01-20 00:00:00
6,378,2018-02-02 00:00:00
6,380,2020-11-26 00:00:00
6,381,2020-03-23 00:00:00
6,382,2021-11-10 00:00:00
6,383,2023-09-08 00:00:00
6,405,2022-02-21 00:00:00
6,410,2019-05-25 00:00:00
6,412,2022-08-31 00:00:00
6,415,2021-12-02 00:00:00
6,416,2021-10-04 00:00:00
6,419,2023-09-23 00:00:00
6,426,2021-04-30 00:00:00
6,432,2022-05-30 00:00:00
6,434,2023-12-13 00:00:00
6,435,2022-12-04 00:00:00
6,437,2024-02-01 00:00:00
6,440,2018-11-26 00:00:00
6,445,2019-11-16 00:00:00
6,450,2019-01-02 00:00:00
6,454,2023-06-26 00:00:00
6,455,2021-09-17 00:00:00
6,457,2019-08-23 00:00:00
6,458,2023-01-06 00:00:00
6,460,2024-03-18 00:00:00
6,466,2019-02-05 00:00:00
6,468,2023-02-06 00:00:00
6,469,2022-04-13 00:00:00
6,472,2023-03-24 00:00:00
6,474,2021-07-03 00:00:00
6,475,2023-03-20 00:00:00
6,477,2023-02-03 00:00:00
6,480,2022-06-24 00:00:00
6,485,2021-10-09 00:00:00
6,489,2018-12-21 00:00:00
6,490,2020-12-31 00:00:00
6,491,2023-09-02 00:00:00
6,493,2020-02-13 00:00:00
6,494,2023-08-09 00:00:00
6,497,2019-11-25 00:00:00
6,500,2023-07-05 00:00:00
6,502,2021-06-11 00:00:00
6,505,2022-03-04 00:00:00
6,508,2023-03-15 00:00:00
6,509,2023-04-30 00:00:00
6,510,2022-04-24 00:00:00
6,515,2020-01-27 00:00:00
6,516,2020-05-06 00:00:00
6,520,2022-05-19 00:00:00
6,524,2023-06-29 00:00:00
6,527,2022-05-20 00:00:00
6,531,2022-01-07 00:00:00
6,532,2022-09-28 00:00:00
6,536,2021-10-03 00:00:00
6,537,2018-10-25 00:00:00
6,539,2020-12-12 00:00:00
